trip_id,duration_in_minutes,start_time,end_time,starting_station_id,ending_stating_id,bike_id,trip_route_category,passholder_type,kilometers_travelled,battery_level_at_start,battery_level_at_the_end,maximum_speed,minimum_speed,average_speed,new_user,damaged_bike
20151252,420,16/02/2017 13:40,16/02/2017 13:47,3030,3014,5770,One Way,Flex Pass,7.19,14,13,11.32,3.21,8.63,True,False
19162675,540,02/02/2017 12:01,02/02/2017 12:10,3069,3019,5943,One Way,Walk-up,5.93,50,5,6.9,4.62,5.25,False,False
20304805,540,18/02/2017 14:08,18/02/2017 14:17,3063,3035,6610,One Way,Monthly Pass,10.37,99,94,5.77,1.04,6.17,False,False
17259749,720,04/01/2017 16:41,04/01/2017 16:53,3063,3042,6078,One Way,Monthly Pass,2.19,11,22,7.59,1.64,6.09,True,True
21365737,1380,05/03/2017 17:12,05/03/2017 17:35,3022,3000,6390,One Way,Walk-up,8.21,45,8,7.82,1.06,6.84,True,True
20981051,600,28/02/2017 17:24,28/02/2017 17:34,3031,3031,5715,Round Trip,Monthly Pass,8.32,17,68,6.88,0.66,5.08,True,True
21949721,11040,12/03/2017 15:08,12/03/2017 18:12,3062,3000,6252,One Way,Walk-up,11.36,95,80,14.32,1.1,9.49,False,False
22404571,1500,17/03/2017 15:10,17/03/2017 15:35,3049,3038,6327,One Way,Walk-up,16.9,77,85,14.29,1.41,5.07,False,True
17584220,1260,09/01/2017 19:14,09/01/2017 19:35,3047,3000,6042,One Way,Monthly Pass,10.49,84,13,8.52,4.18,7.15,True,True
20151285,660,16/02/2017 13:01,16/02/2017 13:12,3048,3062,5856,One Way,Monthly Pass,8.59,99,19,9.76,4.59,6.63,True,False
20634213,720,23/02/2017 21:55,23/02/2017 22:07,3037,3082,5963,One Way,Walk-up,2.02,95,84,13.79,4.65,8.38,True,False
23348395,420,28/03/2017 11:52,28/03/2017 11:59,3069,3019,5893,One Way,Monthly Pass,19.13,38,82,12.99,4.2,8.09,True,False
20446891,1080,20/02/2017 16:20,20/02/2017 16:38,3082,3037,6422,One Way,Walk-up,13.56,47,53,11.94,3.18,6.75,False,True
18319046,480,21/01/2017 9:31,21/01/2017 9:39,3062,3038,5980,One Way,Walk-up,2.71,41,96,7.91,3.3,6.14,True,True
23452843,240,29/03/2017 15:51,29/03/2017 15:55,3005,3047,5943,One Way,Monthly Pass,20.11,52,77,8.46,0.58,8.91,False,True
21953619,1560,12/03/2017 18:57,12/03/2017 19:23,3052,3068,5964,One Way,Walk-up,1.09,88,67,5.63,2.61,8.72,False,False
21699400,360,09/03/2017 21:43,09/03/2017 21:49,3035,3031,6246,One Way,Walk-up,0.85,88,60,6.31,2.76,8.83,False,True
19637084,420,08/02/2017 18:01,08/02/2017 18:08,3007,3064,6047,One Way,Monthly Pass,17.04,78,68,10.94,3.73,5.62,True,True
19813470,720,11/02/2017 14:00,11/02/2017 14:12,3076,3069,6292,One Way,Walk-up,14.36,75,83,5.04,1.13,7.63,True,True
19821140,1560,11/02/2017 17:08,11/02/2017 17:34,3020,3038,6427,One Way,Walk-up,22.25,33,90,9.98,3.87,6.55,True,False
9681178,18480,11/10/2016 15:19,11/10/2016 20:27,3075,3000,6429,One Way,Monthly Pass,9.4,10,82,9.81,3.69,8.58,False,True
18338417,1260,21/01/2017 16:27,21/01/2017 16:48,3038,3030,6582,One Way,Walk-up,17.49,27,22,7.46,4.64,9.62,False,True
18721097,480,27/01/2017 16:39,27/01/2017 16:47,3014,3023,6363,One Way,Monthly Pass,11.44,55,25,5.85,3.36,7.99,True,True
18470793,660,23/01/2017 14:07,23/01/2017 14:18,3059,3038,6482,One Way,Walk-up,9.74,72,74,11.01,3.4,7.28,True,True
8415350,2760,01/10/2016 10:07,01/10/2016 10:53,3040,3000,5830,One Way,Monthly Pass,18.52,86,55,14.74,1.27,6.61,False,True
21212710,900,03/03/2017 18:41,03/03/2017 18:56,3022,3051,6140,One Way,Walk-up,6.29,41,87,10.33,4.85,5.74,True,True
22490445,3420,18/03/2017 12:57,18/03/2017 13:54,3042,3023,6064,One Way,Walk-up,23.0,70,52,13.58,3.7,7.14,False,True
20382697,1380,19/02/2017 17:16,19/02/2017 17:39,3032,3032,5805,Round Trip,Walk-up,28.47,49,75,9.3,0.8,5.69,True,False
17492222,1380,08/01/2017 10:57,08/01/2017 11:20,3067,3067,6144,Round Trip,Monthly Pass,7.4,24,60,12.6,2.86,7.06,False,True
19667464,21060,09/02/2017 1:07,09/02/2017 6:58,3069,3000,6213,One Way,Monthly Pass,2.32,46,70,12.69,3.15,9.22,False,False
18789623,1200,28/01/2017 19:03,28/01/2017 19:23,3051,3063,5982,One Way,Walk-up,25.79,84,31,5.98,4.07,5.18,False,False
19695486,840,09/02/2017 17:10,09/02/2017 17:24,3031,3082,5817,One Way,Walk-up,3.7,35,81,7.19,3.91,7.0,True,True
22420807,1500,17/03/2017 19:10,17/03/2017 19:35,3034,3074,5838,One Way,Walk-up,26.31,87,14,12.33,2.24,9.11,False,False
18948752,1200,30/01/2017 21:57,30/01/2017 22:17,3082,3008,6193,One Way,Walk-up,26.8,52,96,14.79,1.13,9.83,True,True
21049831,480,01/03/2017 15:33,01/03/2017 15:41,3069,3042,6058,One Way,Monthly Pass,21.39,84,7,5.8,1.4,6.57,True,False
22223080,720,15/03/2017 17:23,15/03/2017 17:35,3054,3030,6135,One Way,Walk-up,23.53,89,15,14.69,1.6,9.32,False,False
19684748,4080,09/02/2017 12:50,09/02/2017 13:58,3036,3067,5942,One Way,Walk-up,27.61,66,15,11.38,0.45,6.0,False,False
19060339,180,01/02/2017 8:47,01/02/2017 8:50,3047,3019,5796,One Way,Monthly Pass,12.78,65,21,5.72,3.32,7.6,False,True
22223110,1740,15/03/2017 16:55,15/03/2017 17:24,3068,3005,6253,One Way,Walk-up,29.91,14,29,6.32,3.12,5.32,True,True
18643021,840,26/01/2017 11:29,26/01/2017 11:43,3006,3058,6397,One Way,Walk-up,18.39,54,64,14.85,4.62,5.62,True,False
18598392,4740,25/01/2017 16:31,25/01/2017 17:50,3020,3000,6384,One Way,Walk-up,22.05,92,40,13.96,1.54,7.71,False,True
17961075,1500,15/01/2017 17:26,15/01/2017 17:51,3007,3000,6133,One Way,Monthly Pass,15.39,90,26,10.29,3.52,7.36,True,False
20620618,12780,23/02/2017 13:37,23/02/2017 17:10,3074,3000,5936,One Way,Walk-up,5.33,29,25,6.03,3.03,8.61,True,False
17815729,240,13/01/2017 8:02,13/01/2017 8:06,3052,3064,6500,One Way,Monthly Pass,21.69,84,45,10.82,1.95,8.14,True,True
18539353,14580,24/01/2017 14:23,24/01/2017 18:26,3077,3000,5741,One Way,Walk-up,20.24,29,13,12.96,4.97,5.85,False,False
21937866,2280,12/03/2017 14:44,12/03/2017 15:22,3027,3068,6295,One Way,Walk-up,7.26,91,54,8.55,1.54,7.92,True,False
21747434,71100,09/03/2017 15:18,10/03/2017 11:03,3025,3000,5949,One Way,Walk-up,3.51,23,67,11.73,2.18,6.14,False,True
20700707,780,24/02/2017 23:05,24/02/2017 23:18,3058,3006,6479,One Way,Walk-up,13.64,37,19,13.95,4.28,7.12,True,True
18927882,11160,30/01/2017 12:58,30/01/2017 16:04,3006,3000,5941,One Way,Walk-up,3.97,88,36,10.24,0.85,7.51,True,False
18277206,300,20/01/2017 17:30,20/01/2017 17:35,3030,3022,6511,One Way,Walk-up,15.55,39,18,9.07,1.48,6.54,True,True
18335424,1200,21/01/2017 14:52,21/01/2017 15:12,3042,3022,6584,One Way,Walk-up,9.81,40,52,12.36,2.09,8.29,False,False
19829105,120,11/02/2017 20:47,11/02/2017 20:49,3051,3051,6129,Round Trip,Walk-up,13.61,98,74,11.79,3.65,5.1,False,False
21412017,900,06/03/2017 7:11,06/03/2017 7:26,3014,3068,6296,One Way,Walk-up,2.43,17,21,14.16,1.35,5.15,False,True
17494940,1200,08/01/2017 11:56,08/01/2017 12:16,3069,3064,6031,One Way,Monthly Pass,24.55,39,88,10.92,2.3,7.42,True,True
23552785,1080,30/03/2017 18:21,30/03/2017 18:39,3066,3075,5964,One Way,Walk-up,13.47,33,20,6.26,2.5,9.47,True,False
23635439,1020,31/03/2017 16:46,31/03/2017 17:03,3076,3005,6298,One Way,Walk-up,12.08,39,13,9.59,1.6,5.76,False,True
22571991,1080,19/03/2017 10:34,19/03/2017 10:52,3006,3048,6347,One Way,Walk-up,25.05,46,51,12.63,2.81,7.04,True,True
18704366,480,27/01/2017 9:56,27/01/2017 10:04,3074,3032,6431,One Way,Monthly Pass,2.27,20,97,11.02,3.36,9.59,True,True
20879207,360,27/02/2017 8:54,27/02/2017 9:00,3018,3035,6403,One Way,Monthly Pass,17.72,48,64,9.83,0.39,6.95,True,True
22441357,2880,17/03/2017 23:29,18/03/2017 0:17,3036,3036,5923,Round Trip,Walk-up,27.27,52,75,10.9,2.94,6.18,False,False
17506287,4500,08/01/2017 15:33,08/01/2017 16:48,3062,3063,6610,One Way,Walk-up,4.81,51,62,6.02,4.24,9.67,True,False
22583436,480,19/03/2017 13:31,19/03/2017 13:39,3007,3069,6040,One Way,Walk-up,27.55,33,61,12.27,3.18,9.89,False,False
19878664,7440,12/02/2017 14:20,12/02/2017 16:24,3040,3074,6548,One Way,Walk-up,7.64,76,5,13.99,4.62,7.15,True,False
23172536,3360,26/03/2017 10:09,26/03/2017 11:05,3067,3067,5790,Round Trip,Walk-up,21.76,63,44,10.2,4.33,7.58,True,True
22660911,360,20/03/2017 9:40,20/03/2017 9:46,3064,3076,6604,One Way,Monthly Pass,0.87,88,44,14.3,2.87,7.35,False,False
20952321,540,28/02/2017 8:26,28/02/2017 8:35,3069,3042,6395,One Way,Monthly Pass,10.44,22,67,11.44,3.47,9.62,False,True
20832466,2280,26/02/2017 18:14,26/02/2017 18:52,3060,3082,6499,One Way,Walk-up,13.53,99,14,6.42,4.4,9.63,False,True
16174505,11460,17/12/2016 8:20,17/12/2016 11:31,3076,3000,5772,One Way,Monthly Pass,19.9,15,76,12.59,2.3,7.84,False,True
20767491,21120,25/02/2017 15:50,25/02/2017 21:42,3063,3000,6436,One Way,Flex Pass,29.96,14,10,7.47,1.49,5.22,True,True
19013125,1080,31/01/2017 17:48,31/01/2017 18:06,4108,3062,6293,One Way,Monthly Pass,19.22,40,30,7.29,3.37,9.21,True,True
18319032,900,21/01/2017 9:39,21/01/2017 9:54,3058,3055,5968,One Way,Flex Pass,29.41,90,48,5.16,2.68,6.58,True,False
23375552,600,28/03/2017 18:23,28/03/2017 18:33,3042,3031,6014,One Way,Monthly Pass,19.72,24,5,11.73,2.4,8.26,False,True
22404555,1200,17/03/2017 15:36,17/03/2017 15:56,3038,3032,6327,One Way,Walk-up,26.37,25,88,13.99,2.03,8.71,False,True
22195592,57780,14/03/2017 18:09,15/03/2017 10:12,3030,3000,5918,One Way,Monthly Pass,19.66,62,59,13.11,2.47,8.08,False,False
17059129,1020,01/01/2017 0:28,01/01/2017 0:45,3027,3018,5836,One Way,Walk-up,14.63,32,76,9.15,3.0,7.19,False,True
21552845,120,08/03/2017 0:48,08/03/2017 0:50,3034,3074,6302,One Way,Monthly Pass,5.43,91,60,14.89,2.31,6.0,True,True
20136297,360,16/02/2017 8:16,16/02/2017 8:22,3076,3081,6055,One Way,Monthly Pass,16.79,24,7,12.37,4.32,9.71,True,True
17948343,36780,15/01/2017 2:21,15/01/2017 12:34,3005,3000,5965,One Way,Walk-up,9.86,72,58,10.05,4.65,5.24,True,True
21784501,540,10/03/2017 21:28,10/03/2017 21:37,3062,3069,6385,One Way,Walk-up,8.06,92,61,11.66,1.86,9.24,True,False
17899921,1680,14/01/2017 16:49,14/01/2017 17:17,3063,3036,6547,One Way,Walk-up,9.41,37,74,11.83,2.21,5.75,False,True
18326873,840,21/01/2017 12:00,21/01/2017 12:14,3014,3022,5873,One Way,Walk-up,9.68,95,91,7.0,1.84,5.77,False,False
19572779,600,07/02/2017 17:39,07/02/2017 17:49,3042,3054,6407,One Way,Flex Pass,8.41,13,51,12.86,3.18,7.81,False,True
19263329,1500,03/02/2017 16:29,03/02/2017 16:54,3022,3008,5833,One Way,Walk-up,11.8,10,78,14.81,2.68,6.74,False,True
20676681,86400,22/02/2017 21:01,24/02/2017 15:18,3064,3064,5863,Round Trip,Walk-up,9.47,73,83,12.18,3.23,5.9,True,True
19270874,540,03/02/2017 18:35,03/02/2017 18:44,3048,3029,5848,One Way,Monthly Pass,1.72,42,27,7.75,2.81,8.67,False,True
17468512,1740,08/01/2017 2:13,08/01/2017 2:42,3029,3056,6727,One Way,Walk-up,18.72,92,5,14.96,4.38,6.86,False,False
19578985,40020,07/02/2017 8:43,07/02/2017 19:50,3048,3000,5796,One Way,Monthly Pass,16.27,27,49,7.92,3.68,9.45,False,False
18525489,840,24/01/2017 13:11,24/01/2017 13:25,3063,3034,6615,One Way,Monthly Pass,23.54,19,78,6.97,2.94,6.57,False,True
19637066,120,08/02/2017 18:35,08/02/2017 18:37,3030,3042,6119,One Way,Monthly Pass,3.45,77,91,11.85,4.35,6.87,False,False
19339324,3660,04/02/2017 13:37,04/02/2017 14:38,3074,3069,5784,One Way,Walk-up,5.01,24,76,7.78,4.49,9.01,False,True
20500364,3780,21/02/2017 13:45,21/02/2017 14:48,3055,3077,6298,One Way,Walk-up,24.1,88,8,13.23,2.11,6.12,False,False
18324324,11580,21/01/2017 8:46,21/01/2017 11:59,3062,3000,6055,One Way,Walk-up,26.19,28,34,12.31,0.36,9.84,False,True
17945760,1560,15/01/2017 11:21,15/01/2017 11:47,3052,3000,6074,One Way,Walk-up,22.07,55,59,11.84,1.2,6.99,False,True
20090984,71940,14/02/2017 21:09,15/02/2017 17:08,3058,3000,6009,One Way,Monthly Pass,2.1,27,87,7.0,3.22,9.47,True,True
21949720,11700,12/03/2017 15:09,12/03/2017 18:24,3022,3000,6274,One Way,Walk-up,0.04,89,12,6.03,0.66,8.35,True,False
22937952,86400,22/03/2017 13:41,23/03/2017 15:12,3022,3000,5889,One Way,Walk-up,3.06,10,65,10.62,2.52,9.71,False,True
18774337,7440,28/01/2017 10:58,28/01/2017 13:02,3005,3005,6437,Round Trip,Walk-up,16.0,15,40,13.13,3.46,6.9,True,True
21549674,840,07/03/2017 22:47,07/03/2017 23:01,3018,3082,5879,One Way,Flex Pass,18.09,85,95,8.77,3.14,6.67,True,True
17843456,240,13/01/2017 19:51,13/01/2017 19:55,3054,3036,6181,One Way,Flex Pass,27.64,63,23,6.95,2.71,8.13,False,True
22429174,2220,17/03/2017 21:19,17/03/2017 21:56,3038,3046,6541,One Way,Walk-up,9.22,99,18,14.83,2.23,9.29,True,False
17835548,900,13/01/2017 16:17,13/01/2017 16:32,3076,3022,6007,One Way,Monthly Pass,28.58,55,5,14.65,1.2,8.74,True,True
20946279,300,28/02/2017 6:47,28/02/2017 6:52,3035,3047,5970,One Way,Monthly Pass,15.05,98,57,8.4,3.27,6.89,False,True
20735680,2340,25/02/2017 10:43,25/02/2017 11:22,3008,3048,6509,One Way,Walk-up,3.24,54,67,12.82,4.19,8.3,False,False
18661208,600,26/01/2017 18:16,26/01/2017 18:26,3063,3064,6717,One Way,Monthly Pass,3.74,29,84,8.0,4.94,7.3,False,True
23023514,1020,24/03/2017 17:13,24/03/2017 17:30,3046,3075,5776,One Way,Walk-up,26.87,57,32,12.5,2.15,9.87,False,False
19326055,49380,03/02/2017 20:22,04/02/2017 10:05,3069,3000,6581,One Way,Walk-up,3.23,65,31,6.51,2.72,7.62,True,False
20019746,480,14/02/2017 17:58,14/02/2017 18:06,3042,3038,6109,One Way,Monthly Pass,11.08,74,73,5.59,3.76,6.7,False,True
17899890,1260,14/01/2017 17:22,14/01/2017 17:43,3054,3014,5939,One Way,Walk-up,3.79,37,72,13.48,0.42,8.82,True,False
23246508,86400,25/03/2017 0:17,27/03/2017 7:46,3018,3000,6077,One Way,Walk-up,18.34,29,92,8.71,4.11,9.22,True,True
17322105,8580,05/01/2017 15:38,05/01/2017 18:01,3006,3000,5966,One Way,Monthly Pass,15.77,29,74,14.34,2.61,5.66,True,True
21772792,2100,10/03/2017 17:43,10/03/2017 18:18,3028,3014,5898,One Way,Walk-up,25.72,99,74,9.45,2.16,7.28,False,True
21279734,720,04/03/2017 15:26,04/03/2017 15:38,3046,3014,5909,One Way,Walk-up,29.39,63,65,7.56,1.59,9.02,True,False
18321579,1200,21/01/2017 10:22,21/01/2017 10:42,3082,3029,5823,One Way,Walk-up,8.86,42,35,11.2,4.63,7.75,False,True
21746952,1620,10/03/2017 11:23,10/03/2017 11:50,3063,3005,5752,One Way,Walk-up,24.59,71,34,5.21,3.12,9.95,True,False
20553187,420,22/02/2017 13:42,22/02/2017 13:49,3068,3005,6061,One Way,Monthly Pass,3.95,30,86,12.05,4.86,9.67,False,True
20151425,12420,16/02/2017 9:47,16/02/2017 13:14,3042,3000,6692,One Way,Monthly Pass,7.03,57,20,13.99,1.68,5.08,True,True
17969114,1980,15/01/2017 20:19,15/01/2017 20:52,3037,3037,6153,Round Trip,Walk-up,4.56,10,12,10.35,2.65,5.55,False,False
22065618,1860,13/03/2017 23:34,14/03/2017 0:05,3034,3032,6277,One Way,Walk-up,5.06,87,33,8.22,4.72,8.98,False,True
18841337,720,29/01/2017 13:15,29/01/2017 13:27,3027,3031,6567,One Way,Walk-up,18.11,34,89,12.29,4.59,8.23,False,True
17208791,600,03/01/2017 15:38,03/01/2017 15:48,3033,3005,5770,One Way,Monthly Pass,20.48,30,33,6.27,2.2,9.11,False,True
23023515,480,24/03/2017 17:09,24/03/2017 17:17,3067,3007,5741,One Way,Monthly Pass,27.94,59,90,10.85,4.46,7.85,False,True
17694608,6060,11/01/2017 9:49,11/01/2017 11:30,3055,3000,5964,One Way,Monthly Pass,12.58,58,60,9.09,2.87,6.77,False,False
20157571,780,16/02/2017 15:08,16/02/2017 15:21,3076,3082,6478,One Way,Monthly Pass,25.71,79,52,9.76,1.82,8.33,True,True
21961790,1620,12/03/2017 20:45,12/03/2017 21:12,3023,3016,6595,One Way,Walk-up,25.12,67,24,6.69,2.71,6.91,False,True
19910139,180,13/02/2017 3:59,13/02/2017 4:02,3005,3031,6437,One Way,Monthly Pass,19.24,57,43,14.08,3.16,6.16,True,True
20364805,53100,18/02/2017 20:35,19/02/2017 11:20,3031,3000,6619,One Way,Walk-up,25.77,48,50,5.75,4.49,8.62,False,False
18787187,19620,28/01/2017 13:22,28/01/2017 18:49,3022,3000,6496,One Way,Walk-up,1.77,44,87,6.32,0.52,6.49,False,True
20157582,780,16/02/2017 14:51,16/02/2017 15:04,3034,3034,6418,Round Trip,Walk-up,12.93,85,77,10.39,2.9,7.05,False,True
18795196,840,28/01/2017 21:43,28/01/2017 21:57,3031,3082,6683,One Way,Walk-up,14.78,67,66,10.45,3.55,5.43,False,True
19930953,300,13/02/2017 12:19,13/02/2017 12:24,3016,3069,6363,One Way,Monthly Pass,1.62,90,91,8.21,1.18,8.12,False,False
19329697,86400,02/02/2017 18:22,04/02/2017 11:30,3058,3000,6236,One Way,Monthly Pass,16.35,50,7,10.24,1.06,6.65,False,False
20006824,180,14/02/2017 14:12,14/02/2017 14:15,3005,3031,6644,One Way,Monthly Pass,5.56,36,99,13.37,2.48,8.38,False,True
18120043,300,18/01/2017 8:10,18/01/2017 8:15,3067,3005,6270,One Way,Monthly Pass,15.29,97,22,13.97,4.08,8.77,False,False
19997588,1020,14/02/2017 11:30,14/02/2017 11:47,3058,3005,6227,One Way,Monthly Pass,13.34,89,57,6.6,0.49,5.88,False,True
22940922,2520,23/03/2017 15:57,23/03/2017 16:39,3068,3042,6334,One Way,Walk-up,10.94,47,30,6.0,3.69,7.23,False,True
18798078,1260,28/01/2017 22:06,28/01/2017 22:27,3069,3075,6549,One Way,Walk-up,10.29,88,83,6.62,3.83,9.53,True,False
17329577,11160,05/01/2017 18:33,05/01/2017 21:39,3064,3000,6017,One Way,Monthly Pass,8.78,23,62,7.34,0.37,7.52,False,True
18931169,120,30/01/2017 17:30,30/01/2017 17:32,3042,3023,6681,One Way,Monthly Pass,28.24,10,56,11.15,2.36,8.06,False,True
21202749,1440,03/03/2017 14:52,03/03/2017 15:16,3082,3082,6002,Round Trip,Walk-up,23.68,83,31,6.19,3.36,9.87,False,True
16039703,42900,15/12/2016 2:31,15/12/2016 14:26,3051,3000,6381,One Way,Walk-up,18.16,16,93,5.95,2.89,5.55,False,True
21684688,600,09/03/2017 16:54,09/03/2017 17:04,3062,3032,5744,One Way,Monthly Pass,1.09,79,85,8.96,2.26,9.55,False,False
21926437,1380,12/03/2017 12:29,12/03/2017 12:52,3000,3082,6110,One Way,Monthly Pass,16.09,58,77,9.55,3.77,7.5,False,False
19353326,720,04/02/2017 17:50,04/02/2017 18:02,3018,3069,6592,One Way,Monthly Pass,21.95,52,41,9.95,3.14,6.97,True,True
20971922,86400,26/02/2017 21:33,28/02/2017 14:13,3047,3000,5909,One Way,Walk-up,1.08,97,41,11.38,3.72,9.75,True,True
23465060,1620,29/03/2017 18:26,29/03/2017 18:53,3049,3005,5975,One Way,Walk-up,24.97,25,52,6.2,4.62,6.52,True,True
11110566,11820,23/10/2016 13:54,23/10/2016 17:11,3005,3000,6291,One Way,Walk-up,11.72,45,54,13.36,4.33,9.8,False,True
22486572,540,18/03/2017 11:51,18/03/2017 12:00,3035,3049,6567,One Way,Walk-up,16.92,88,55,12.89,1.32,8.01,False,False
17891832,3240,14/01/2017 13:28,14/01/2017 14:22,3082,3010,5862,One Way,Monthly Pass,9.02,20,80,8.17,4.31,8.12,True,True
19515425,300,06/02/2017 20:52,06/02/2017 20:57,3007,3034,6410,One Way,Monthly Pass,7.04,56,67,11.95,0.66,6.42,False,False
9140986,11160,07/10/2016 9:00,07/10/2016 12:06,3042,3000,6032,One Way,Walk-up,8.27,33,10,5.03,2.7,6.0,True,False
22150239,660,14/03/2017 22:21,14/03/2017 22:32,3063,3042,5766,One Way,Monthly Pass,2.41,71,25,8.84,2.01,8.11,True,True
18577777,240,25/01/2017 9:39,25/01/2017 9:43,3047,3019,5753,One Way,Monthly Pass,3.18,71,73,8.31,2.55,6.91,False,True
20885448,240,27/02/2017 11:12,27/02/2017 11:16,3082,3022,5739,One Way,Monthly Pass,16.91,14,6,8.68,4.24,7.77,False,False
18425096,780,22/01/2017 21:12,22/01/2017 21:25,3068,3000,5757,One Way,Monthly Pass,13.03,41,36,13.03,2.56,8.7,False,True
19060443,3000,01/02/2017 8:04,01/02/2017 8:54,3062,3000,6240,One Way,Monthly Pass,5.73,64,59,10.2,4.88,7.0,True,True
21352254,6600,05/03/2017 11:48,05/03/2017 13:38,3011,3063,6299,One Way,Walk-up,23.39,70,99,10.67,2.72,6.91,True,True
21296663,2400,04/03/2017 19:23,04/03/2017 20:03,3006,3007,5945,One Way,Walk-up,11.94,92,24,13.11,1.03,7.18,True,True
19174116,6300,02/02/2017 14:18,02/02/2017 16:03,3027,3064,6717,One Way,Walk-up,24.05,55,7,14.84,3.96,7.35,True,True
22121253,360,14/03/2017 15:08,14/03/2017 15:14,3052,3034,5901,One Way,Monthly Pass,17.69,60,29,5.16,2.03,8.0,False,True
17924064,1380,15/01/2017 2:34,15/01/2017 2:57,3028,3026,6063,One Way,Walk-up,22.43,92,56,9.33,0.47,7.94,False,False
19703911,480,09/02/2017 20:32,09/02/2017 20:40,3005,3067,6416,One Way,Flex Pass,12.61,37,43,9.74,2.14,9.9,False,False
20164011,720,16/02/2017 17:43,16/02/2017 17:55,3049,3074,6351,One Way,Monthly Pass,23.25,83,94,8.88,2.14,8.76,False,True
13083292,11040,11/11/2016 14:16,11/11/2016 17:20,3031,3000,6621,One Way,Walk-up,27.03,61,84,11.46,3.93,9.58,False,True
23433302,1500,29/03/2017 10:12,29/03/2017 10:37,3026,3051,5852,One Way,Walk-up,19.17,68,67,9.09,2.12,5.88,False,True
22579593,2220,19/03/2017 12:18,19/03/2017 12:55,3014,3000,6411,One Way,Walk-up,22.7,48,53,11.68,0.83,8.52,False,True
21620626,180,08/03/2017 21:23,08/03/2017 21:26,3022,3036,6247,One Way,Monthly Pass,17.43,74,18,10.45,1.19,6.0,True,True
20148164,720,16/02/2017 12:30,16/02/2017 12:42,3031,3022,6583,One Way,Walk-up,29.02,34,97,12.61,2.6,7.63,False,False
21452765,1680,06/03/2017 18:53,06/03/2017 19:21,3051,3005,5848,One Way,Walk-up,11.63,53,50,8.04,4.71,5.77,True,False
18800982,1320,28/01/2017 23:16,28/01/2017 23:38,3027,3042,6728,One Way,Walk-up,17.65,46,90,10.67,2.78,5.66,True,False
18590469,660,25/01/2017 14:01,25/01/2017 14:12,3078,3027,6291,One Way,Monthly Pass,5.08,95,35,13.46,4.56,5.38,False,False
18898522,720,30/01/2017 7:34,30/01/2017 7:46,3049,3008,6683,One Way,Flex Pass,21.4,68,9,8.9,4.66,9.19,False,True
20145180,900,16/02/2017 10:48,16/02/2017 11:03,3022,3064,5828,One Way,Walk-up,23.77,40,54,10.65,3.97,6.13,False,True
17113949,1320,01/01/2017 23:02,01/01/2017 23:24,3008,3069,6010,One Way,Walk-up,20.78,80,95,9.31,2.35,7.08,False,False
17454793,900,07/01/2017 21:07,07/01/2017 21:22,3062,3008,5809,One Way,Walk-up,7.62,84,21,8.53,1.47,6.27,False,True
18938136,300,30/01/2017 19:12,30/01/2017 19:17,3064,3011,6503,One Way,Flex Pass,13.07,20,13,7.6,4.84,9.93,True,True
20732704,540,25/02/2017 10:17,25/02/2017 10:26,3007,3063,6313,One Way,Walk-up,16.65,17,70,13.47,4.2,6.28,False,True
18643016,540,26/01/2017 11:32,26/01/2017 11:41,3038,3064,6385,One Way,Monthly Pass,10.75,18,48,12.01,2.58,5.48,False,False
23087090,360,25/03/2017 11:04,25/03/2017 11:10,3034,3006,6185,One Way,Flex Pass,28.71,54,57,9.21,4.0,6.68,False,True
23179611,3240,26/03/2017 12:09,26/03/2017 13:03,3039,3009,6572,One Way,Walk-up,14.81,43,36,9.5,4.31,5.1,True,True
17216398,720,03/01/2017 18:38,03/01/2017 18:50,3069,3048,6631,One Way,Flex Pass,6.47,19,34,6.16,4.45,6.56,False,False
20100507,660,15/02/2017 20:01,15/02/2017 20:12,3026,3023,5975,One Way,Walk-up,5.76,77,92,13.48,2.53,7.81,False,False
18767212,60,28/01/2017 10:38,28/01/2017 10:39,3075,3075,6389,Round Trip,Walk-up,14.65,35,8,6.61,3.38,7.27,False,True
19823850,8520,11/02/2017 16:02,11/02/2017 18:24,3054,3000,6558,One Way,Walk-up,26.06,80,21,7.32,4.62,6.57,False,True
20620496,540,23/02/2017 17:49,23/02/2017 17:58,3051,3082,6606,One Way,Monthly Pass,12.6,99,37,10.13,3.89,5.86,False,True
18130086,600,18/01/2017 11:53,18/01/2017 12:03,3030,3032,6170,One Way,Walk-up,26.31,99,89,10.39,4.02,5.58,True,False
21136482,11220,02/03/2017 15:42,02/03/2017 18:49,3040,3000,5832,One Way,Monthly Pass,7.5,56,10,9.26,2.18,5.32,True,False
20077818,960,15/02/2017 13:21,15/02/2017 13:37,3077,3014,5912,One Way,Walk-up,9.52,47,35,9.02,2.53,9.43,False,True
22713421,1620,20/03/2017 22:00,20/03/2017 22:27,3024,3030,6616,One Way,Walk-up,6.51,29,73,10.13,3.72,8.51,False,True
20669929,420,24/02/2017 12:27,24/02/2017 12:34,3046,3035,6451,One Way,Walk-up,19.84,21,79,6.04,2.45,5.28,True,False
17267578,1380,04/01/2017 19:02,04/01/2017 19:25,3078,3074,5999,One Way,Walk-up,4.82,47,21,13.54,2.17,8.94,True,True
23141917,1200,26/03/2017 1:51,26/03/2017 2:11,3057,3052,6613,One Way,Walk-up,22.94,29,12,15.0,0.9,5.16,True,False
