id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed,profile_collection_moment,latest_profile_change
id_41855,27,admin.,single,secondary,no,2800.0,no,yes,telephone,18,nov,299.0,2.0,137.0,2,failure,0,29/08/2018,13/10/2020
id_18490,46,self-employed,married,secondary,no,703.0,no,no,cellular,30,apr,83.0,2.0,176.0,1,success,0,24/02/2018,08/01/2020
id_1941,35,management,single,tertiary,no,1895.0,yes,no,cellular,3,feb,199.0,3.0,270.0,5,failure,0,01/10/2018,10/12/2020
id_12969,37,admin.,married,primary,no,3914.0,yes,no,cellular,20,apr,214.0,2.0,315.0,2,failure,0,26/08/2018,15/06/2020
id_7075,45,management,divorced,tertiary,no,623.0,no,no,cellular,17,sep,342.0,2.0,183.0,2,success,1,29/10/2018,12/09/2020
id_28495,44,technician,married,secondary,no,312.0,yes,no,cellular,6,feb,193.0,1.0,253.0,1,failure,0,15/09/2018,01/05/2020
id_20848,32,blue-collar,single,primary,no,62.0,yes,no,cellular,14,may,70.0,1.0,290.0,2,failure,0,09/04/2018,04/04/2019
id_9964,38,blue-collar,married,secondary,no,1240.0,yes,no,cellular,4,feb,103.0,1.0,271.0,1,failure,0,20/04/2018,11/12/2019
id_34258,26,technician,single,tertiary,no,172.0,yes,yes,cellular,7,oct,273.0,2.0,187.0,16,failure,0,16/04/2018,05/05/2019
id_28997,34,admin.,married,secondary,no,529.0,yes,no,cellular,16,sep,218.0,1.0,149.0,2,other,0,28/05/2018,02/01/2020
id_32054,42,services,married,tertiary,no,411.0,yes,no,telephone,19,nov,143.0,4.0,169.0,5,failure,0,26/05/2018,04/07/2019
id_31838,44,admin.,divorced,secondary,no,2127.0,no,no,cellular,13,aug,621.0,1.0,182.0,2,other,1,18/03/2018,22/07/2020
id_39751,36,management,married,tertiary,no,9266.0,yes,yes,cellular,17,apr,85.0,1.0,149.0,2,failure,0,22/11/2018,17/08/2020
id_9702,58,management,married,tertiary,no,2141.0,yes,no,cellular,28,jan,41.0,1.0,268.0,1,failure,0,08/04/2018,30/01/2019
id_25458,36,technician,married,tertiary,no,429.0,yes,no,cellular,15,may,22.0,2.0,373.0,1,other,0,31/05/2018,12/06/2020
id_30590,31,admin.,married,secondary,no,924.0,no,no,cellular,14,may,515.0,3.0,179.0,3,success,1,19/06/2018,29/02/2020
id_16074,25,admin.,married,secondary,no,334.0,no,no,cellular,2,jun,241.0,2.0,182.0,4,success,1,09/03/2018,20/06/2019
id_15605,37,self-employed,single,tertiary,no,579.0,no,no,cellular,30,jan,863.0,1.0,235.0,1,other,0,27/08/2018,06/09/2020
id_29198,31,admin.,single,secondary,no,256.0,no,no,cellular,27,jul,166.0,2.0,181.0,1,success,0,05/10/2018,29/12/2020
id_25954,42,management,married,secondary,no,33.0,yes,no,cellular,19,nov,154.0,1.0,188.0,2,failure,0,01/05/2018,20/08/2020
id_24047,27,self-employed,single,tertiary,no,804.0,no,no,cellular,23,feb,140.0,1.0,103.0,7,failure,1,20/07/2018,23/07/2019
id_9484,40,management,single,tertiary,no,1512.0,yes,no,cellular,4,may,825.0,6.0,167.0,6,failure,1,26/02/2018,11/08/2020
id_6486,28,management,single,tertiary,no,1132.0,yes,no,cellular,17,apr,205.0,3.0,74.0,4,failure,0,18/08/2018,13/06/2019
id_14331,46,admin.,married,unknown,no,-304.0,yes,no,cellular,8,may,146.0,2.0,350.0,1,failure,0,21/01/2018,04/01/2019
id_39639,65,blue-collar,married,secondary,no,183.0,no,no,cellular,15,jul,370.0,2.0,182.0,5,success,1,08/10/2018,09/04/2019
id_23978,32,admin.,single,secondary,no,558.0,yes,no,cellular,25,may,80.0,3.0,103.0,2,failure,0,03/07/2018,20/09/2019
id_16996,31,technician,single,tertiary,no,2327.0,no,no,cellular,10,aug,269.0,1.0,127.0,7,failure,1,13/02/2018,13/04/2019
id_44264,31,management,married,tertiary,no,3700.0,no,no,cellular,19,nov,289.0,1.0,182.0,3,failure,0,26/08/2018,27/12/2020
id_19165,45,blue-collar,married,tertiary,no,1375.0,no,no,cellular,13,may,772.0,3.0,363.0,4,other,0,26/08/2018,15/03/2019
id_35223,37,technician,married,secondary,no,1018.0,yes,yes,cellular,20,nov,211.0,3.0,8.0,1,failure,0,12/09/2018,29/12/2020
id_12214,19,student,single,secondary,no,59.0,no,no,telephone,6,oct,108.0,2.0,193.0,1,other,0,14/01/2018,18/09/2020
id_4988,54,retired,married,secondary,no,1283.0,yes,no,cellular,13,may,445.0,3.0,357.0,8,other,0,21/08/2018,08/05/2019
id_20459,27,admin.,single,secondary,no,4592.0,yes,no,cellular,10,nov,138.0,4.0,89.0,3,failure,0,29/06/2018,14/04/2019
id_26179,26,unknown,single,secondary,no,1186.0,no,no,telephone,26,feb,248.0,1.0,101.0,1,failure,1,01/09/2018,13/06/2019
id_43943,54,technician,married,secondary,no,773.0,no,no,cellular,2,feb,296.0,2.0,208.0,1,failure,0,03/02/2018,24/10/2019
id_42117,71,retired,married,unknown,no,423.0,no,no,telephone,9,mar,205.0,1.0,90.0,1,success,1,01/02/2018,10/10/2019
id_8725,25,management,single,tertiary,no,1005.0,yes,no,cellular,5,jun,135.0,1.0,67.0,2,failure,0,29/06/2018,23/09/2019
id_11482,34,management,divorced,tertiary,no,2235.0,no,no,cellular,8,sep,227.0,2.0,184.0,3,success,1,28/01/2018,26/06/2019
id_43488,38,admin.,divorced,secondary,no,1093.0,yes,no,telephone,13,may,69.0,5.0,175.0,4,other,0,17/07/2018,01/05/2020
id_17158,33,blue-collar,married,primary,no,999.0,yes,no,cellular,20,apr,75.0,2.0,325.0,4,failure,0,13/01/2018,27/12/2020
id_15058,44,admin.,single,secondary,no,-245.0,yes,yes,cellular,2,feb,760.0,2.0,76.0,4,failure,1,10/01/2018,21/12/2019
id_6475,22,technician,single,secondary,no,1299.0,no,no,cellular,2,sep,203.0,7.0,94.0,2,other,0,02/08/2018,02/03/2020
id_26956,54,self-employed,married,tertiary,no,4007.0,no,no,cellular,31,aug,641.0,3.0,92.0,5,other,1,13/10/2018,27/10/2020
id_31289,57,admin.,divorced,secondary,no,1.0,yes,no,cellular,2,feb,256.0,1.0,229.0,5,other,0,26/11/2018,27/09/2020
id_7794,40,blue-collar,married,primary,no,-696.0,yes,no,cellular,16,apr,372.0,3.0,282.0,2,failure,0,01/06/2018,15/09/2020
id_27706,39,technician,married,secondary,no,1014.0,yes,yes,cellular,6,may,58.0,2.0,167.0,4,failure,0,21/11/2018,14/03/2020
id_28919,29,self-employed,married,secondary,yes,249.0,yes,yes,cellular,29,jan,191.0,1.0,188.0,1,failure,0,17/09/2018,15/04/2019
id_27003,35,blue-collar,married,secondary,no,-251.0,yes,no,cellular,12,may,138.0,3.0,370.0,1,failure,0,09/11/2018,05/11/2020
id_11604,42,technician,single,secondary,no,55.0,yes,yes,cellular,30,jan,189.0,2.0,241.0,1,other,0,20/07/2018,27/09/2020
id_21593,35,unemployed,single,secondary,no,1357.0,yes,no,cellular,13,may,348.0,2.0,343.0,4,failure,0,17/05/2018,30/06/2019
id_32395,29,technician,married,secondary,no,237.0,yes,no,cellular,20,apr,76.0,3.0,150.0,10,failure,0,28/10/2018,12/06/2020
id_27190,33,blue-collar,married,primary,no,149.0,yes,no,cellular,5,may,353.0,1.0,337.0,3,failure,0,19/02/2018,28/06/2019
id_11011,41,technician,single,secondary,no,572.0,yes,no,cellular,6,may,309.0,2.0,341.0,2,failure,0,15/11/2018,13/06/2019
id_23539,63,entrepreneur,married,secondary,no,3906.0,no,no,telephone,8,nov,345.0,1.0,96.0,4,success,1,26/02/2018,10/11/2020
id_40787,58,management,married,tertiary,no,939.0,yes,no,cellular,8,may,219.0,2.0,172.0,1,failure,0,01/05/2018,19/05/2019
id_18828,38,blue-collar,married,primary,no,479.0,no,no,cellular,13,may,197.0,3.0,357.0,1,other,0,18/08/2018,25/09/2020
id_23483,38,admin.,married,tertiary,no,1105.0,no,no,cellular,26,jan,217.0,1.0,92.0,5,failure,0,27/09/2018,20/01/2020
id_3274,55,blue-collar,single,primary,no,212.0,yes,no,cellular,15,may,1001.0,1.0,368.0,1,failure,0,13/09/2018,11/03/2020
id_23694,59,unemployed,divorced,secondary,no,79.0,yes,no,unknown,1,mar,51.0,1.0,592.0,2,failure,0,02/06/2018,06/10/2019
id_18847,47,technician,divorced,secondary,no,3.0,yes,no,cellular,13,aug,138.0,2.0,91.0,6,failure,0,11/11/2018,25/01/2020
id_43524,48,management,married,tertiary,no,3658.0,no,no,cellular,29,oct,419.0,2.0,213.0,3,success,1,31/08/2018,17/04/2019
id_2348,50,blue-collar,married,primary,no,818.0,yes,no,cellular,17,apr,78.0,1.0,260.0,7,failure,0,12/01/2018,10/06/2020
id_30921,29,blue-collar,single,primary,no,411.0,yes,no,cellular,18,may,262.0,4.0,301.0,2,success,0,02/04/2018,21/07/2019
id_10588,38,management,divorced,tertiary,no,4689.0,yes,no,telephone,19,nov,211.0,2.0,174.0,2,success,0,14/07/2018,26/01/2020
id_17483,51,blue-collar,married,primary,no,53.0,yes,no,cellular,7,apr,194.0,1.0,140.0,1,failure,0,20/07/2018,14/09/2020
id_39201,52,management,married,tertiary,no,3284.0,yes,no,cellular,4,feb,207.0,2.0,271.0,3,failure,0,04/11/2018,21/08/2019
id_35531,26,management,single,tertiary,no,216.0,no,no,cellular,4,aug,583.0,1.0,96.0,1,success,1,04/02/2018,30/11/2020
id_24013,29,management,single,tertiary,no,389.0,no,no,cellular,28,oct,204.0,1.0,82.0,1,success,0,25/03/2018,24/06/2019
id_19086,34,management,married,tertiary,no,553.0,yes,no,cellular,29,jan,351.0,1.0,197.0,1,failure,0,31/01/2018,14/09/2020
id_18295,43,management,divorced,secondary,no,644.0,yes,no,cellular,19,nov,435.0,1.0,168.0,1,success,1,29/06/2018,23/10/2020
id_33806,60,retired,married,secondary,no,8329.0,no,no,cellular,16,mar,260.0,1.0,194.0,7,other,1,08/12/2018,15/06/2020
id_2142,26,management,single,tertiary,no,1028.0,no,no,cellular,12,feb,153.0,2.0,92.0,2,success,1,24/04/2018,31/01/2020
id_12631,42,technician,married,secondary,no,1543.0,no,no,cellular,19,jun,52.0,5.0,211.0,2,failure,0,16/11/2018,11/02/2019
id_25999,76,retired,married,secondary,no,4109.0,no,no,telephone,26,jan,1620.0,1.0,95.0,2,success,1,02/05/2018,07/06/2019
id_1012,25,student,married,unknown,no,149.0,no,no,cellular,26,may,140.0,1.0,40.0,1,failure,0,07/11/2018,18/05/2019
id_44527,43,technician,single,unknown,no,7112.0,yes,yes,cellular,18,nov,33.0,1.0,172.0,3,failure,0,06/10/2018,16/11/2019
id_37614,28,blue-collar,married,primary,no,1.0,no,no,cellular,23,dec,273.0,1.0,203.0,1,success,1,04/03/2018,11/11/2019
id_3264,52,entrepreneur,married,tertiary,no,50.0,yes,yes,cellular,6,may,134.0,1.0,169.0,1,failure,0,10/07/2018,30/08/2019
id_24040,35,technician,married,secondary,no,133.0,no,no,cellular,15,nov,384.0,2.0,187.0,5,success,1,25/05/2018,10/02/2019
id_18089,42,blue-collar,married,secondary,no,1707.0,yes,no,cellular,19,nov,396.0,2.0,174.0,1,other,0,21/02/2018,18/07/2020
id_29798,55,technician,divorced,secondary,no,693.0,yes,no,cellular,17,nov,125.0,1.0,103.0,4,failure,0,09/08/2018,23/02/2020
id_25039,42,management,single,tertiary,no,-61.0,yes,no,cellular,18,nov,146.0,2.0,151.0,14,failure,0,26/10/2018,26/08/2020
id_42042,46,technician,divorced,secondary,no,107.0,yes,no,unknown,17,nov,23.0,1.0,175.0,1,failure,0,31/05/2018,11/02/2020
id_1674,34,admin.,married,tertiary,no,1633.0,yes,yes,cellular,6,sep,153.0,1.0,521.0,2,failure,0,30/05/2018,16/01/2019
id_15884,35,management,single,tertiary,no,378.0,no,no,cellular,5,feb,145.0,1.0,94.0,1,failure,0,28/01/2018,27/12/2019
id_30180,38,management,divorced,tertiary,no,1317.0,yes,no,cellular,9,apr,447.0,2.0,141.0,5,failure,0,29/08/2018,15/03/2019
id_19808,37,technician,married,primary,no,1656.0,yes,yes,cellular,11,may,279.0,2.0,349.0,10,failure,0,10/06/2018,21/10/2020
id_2395,54,services,married,secondary,no,-4.0,no,no,cellular,22,oct,108.0,1.0,106.0,1,failure,0,13/01/2018,05/09/2020
id_29884,24,entrepreneur,single,tertiary,no,726.0,no,no,cellular,5,feb,1932.0,2.0,189.0,29,other,1,10/08/2018,12/03/2019
id_30095,29,unemployed,married,secondary,no,313.0,yes,no,cellular,20,nov,1332.0,3.0,178.0,7,failure,1,10/06/2018,09/02/2020
id_2570,44,admin.,single,secondary,no,1533.0,no,no,cellular,10,nov,87.0,1.0,95.0,3,success,1,17/12/2018,30/05/2020
id_27963,35,blue-collar,married,primary,no,-3.0,yes,no,cellular,17,nov,80.0,2.0,193.0,2,failure,0,10/09/2018,13/02/2020
id_27182,32,technician,single,secondary,yes,27.0,yes,no,cellular,15,may,765.0,5.0,301.0,1,failure,0,20/05/2018,30/03/2019
id_42383,54,retired,divorced,secondary,no,8.0,yes,no,cellular,11,may,207.0,1.0,300.0,2,failure,0,17/06/2018,18/02/2019
id_34699,32,blue-collar,married,secondary,no,7058.0,yes,no,cellular,13,may,323.0,1.0,350.0,9,failure,0,31/10/2018,17/06/2020
id_16508,51,management,married,tertiary,no,250.0,yes,yes,cellular,17,nov,142.0,2.0,126.0,3,failure,0,06/06/2018,18/04/2020
id_30782,37,admin.,single,tertiary,no,157.0,yes,no,cellular,13,may,54.0,3.0,302.0,3,other,0,27/08/2018,10/08/2020
id_37271,28,blue-collar,single,secondary,no,223.0,no,no,cellular,5,feb,219.0,1.0,365.0,1,failure,0,18/11/2018,01/10/2020
id_24777,47,blue-collar,married,secondary,no,1144.0,yes,no,cellular,17,apr,277.0,1.0,317.0,1,failure,0,30/07/2018,23/10/2019
id_549,37,admin.,married,secondary,no,262.0,yes,no,cellular,11,aug,177.0,2.0,116.0,2,failure,0,07/11/2018,13/12/2020
id_2716,36,self-employed,married,tertiary,no,508.0,no,no,cellular,3,feb,112.0,1.0,92.0,3,success,0,05/03/2018,13/06/2019
id_41217,39,technician,married,tertiary,no,4598.0,yes,no,cellular,6,aug,304.0,1.0,91.0,6,failure,0,16/08/2018,04/07/2019
id_14287,45,blue-collar,married,primary,no,491.0,yes,no,cellular,15,may,125.0,3.0,365.0,1,other,0,26/02/2018,21/07/2020
id_32819,35,services,married,secondary,no,1393.0,yes,no,cellular,16,apr,357.0,1.0,146.0,3,failure,0,08/10/2018,25/01/2020
id_31200,41,admin.,divorced,secondary,no,79.0,yes,no,cellular,6,may,336.0,1.0,280.0,6,failure,0,20/08/2018,27/02/2019
id_35218,40,blue-collar,married,primary,no,1457.0,yes,no,cellular,7,may,769.0,2.0,170.0,3,failure,1,03/12/2018,01/06/2020
id_9130,32,management,married,secondary,no,161.0,yes,no,telephone,5,feb,139.0,3.0,258.0,15,other,0,17/12/2018,26/08/2019
id_21023,60,retired,married,secondary,no,2921.0,no,no,cellular,11,oct,116.0,2.0,182.0,2,failure,0,03/07/2018,15/10/2019
id_29492,32,management,single,tertiary,no,620.0,no,no,cellular,6,jul,326.0,3.0,194.0,2,failure,1,17/05/2018,18/04/2019
id_13068,31,admin.,married,secondary,no,7710.0,yes,no,cellular,29,apr,943.0,2.0,334.0,2,failure,1,05/12/2018,16/07/2019
id_30726,33,blue-collar,single,primary,no,371.0,no,no,cellular,2,feb,221.0,1.0,221.0,1,failure,0,13/02/2018,08/03/2020
id_26732,32,admin.,single,secondary,no,108.0,yes,no,cellular,29,jan,67.0,1.0,195.0,3,failure,0,15/10/2018,08/12/2020
id_20142,35,management,married,tertiary,no,3.0,yes,no,cellular,29,jan,98.0,1.0,237.0,17,other,0,06/12/2018,04/08/2019
id_31999,31,blue-collar,married,secondary,no,1664.0,yes,no,cellular,7,may,604.0,2.0,17.0,2,failure,0,12/05/2018,14/01/2019
id_18280,43,admin.,married,unknown,no,2035.0,no,no,cellular,24,feb,117.0,2.0,86.0,5,failure,0,12/01/2018,26/03/2020
id_3930,41,technician,married,secondary,no,2978.0,yes,yes,cellular,22,may,109.0,1.0,101.0,2,failure,0,14/11/2018,08/10/2019
id_15629,34,technician,married,secondary,no,487.0,yes,no,cellular,11,may,177.0,1.0,304.0,2,failure,0,28/01/2018,30/12/2020
id_32193,49,management,married,tertiary,no,2424.0,yes,no,cellular,21,nov,274.0,1.0,116.0,3,failure,0,13/01/2018,18/05/2019
id_357,32,technician,married,tertiary,no,2683.0,no,no,cellular,14,oct,205.0,1.0,57.0,1,failure,1,03/01/2018,06/01/2020
id_6994,56,management,married,tertiary,no,2361.0,no,yes,cellular,29,jan,26.0,1.0,188.0,4,failure,0,11/07/2018,09/08/2019
id_13048,74,retired,married,primary,no,2893.0,no,no,telephone,1,sep,91.0,5.0,204.0,2,other,0,18/08/2018,10/07/2020
id_31376,37,unemployed,single,tertiary,no,1291.0,no,no,cellular,5,aug,154.0,1.0,97.0,2,success,1,06/04/2018,16/11/2019
id_8400,24,self-employed,single,secondary,no,1245.0,yes,no,cellular,5,feb,217.0,2.0,253.0,2,success,0,03/05/2018,13/08/2019
id_35169,36,technician,divorced,secondary,no,7.0,yes,yes,cellular,21,nov,99.0,2.0,199.0,1,failure,0,29/08/2018,16/01/2020
id_9912,40,blue-collar,single,secondary,no,-3.0,no,no,cellular,13,aug,263.0,2.0,105.0,1,failure,0,27/11/2018,16/06/2019
id_29116,34,admin.,married,secondary,no,1.0,yes,no,cellular,20,apr,403.0,1.0,349.0,3,other,0,19/07/2018,22/02/2019
id_19592,34,technician,married,tertiary,no,3042.0,yes,no,cellular,5,may,241.0,1.0,300.0,1,failure,0,21/10/2018,05/05/2020
id_13075,40,self-employed,married,secondary,no,165.0,yes,yes,cellular,8,may,373.0,4.0,295.0,1,failure,0,14/01/2018,30/08/2020
id_36983,26,blue-collar,married,primary,no,454.0,yes,yes,cellular,17,apr,200.0,3.0,318.0,1,failure,0,17/04/2018,13/08/2019
id_30148,30,services,single,secondary,no,341.0,no,yes,cellular,21,nov,18.0,7.0,141.0,9,other,0,15/10/2018,02/12/2019
id_38208,28,student,single,tertiary,no,684.0,yes,no,cellular,29,jan,371.0,1.0,255.0,2,other,0,16/07/2018,12/09/2020
id_28918,42,self-employed,married,tertiary,no,2500.0,no,no,cellular,9,jul,591.0,2.0,161.0,4,failure,0,28/02/2018,30/01/2020
id_33082,25,student,single,secondary,no,2532.0,yes,no,cellular,18,may,194.0,3.0,364.0,3,other,0,07/12/2018,27/02/2020
id_3908,51,admin.,married,secondary,no,352.0,no,yes,cellular,17,nov,100.0,3.0,132.0,2,failure,0,25/02/2018,14/12/2019
id_27378,46,blue-collar,married,secondary,no,6491.0,yes,no,cellular,19,nov,110.0,2.0,174.0,1,failure,0,22/01/2018,03/09/2019
id_14082,44,admin.,married,secondary,no,642.0,no,no,cellular,4,aug,113.0,1.0,1.0,1,other,0,30/03/2018,07/07/2020
id_41866,48,services,married,secondary,no,2419.0,yes,no,cellular,20,apr,109.0,6.0,235.0,13,failure,0,07/06/2018,10/10/2019
id_16941,54,retired,married,secondary,no,1135.0,yes,no,cellular,14,may,166.0,1.0,177.0,7,failure,0,21/09/2018,06/03/2019
id_40118,25,admin.,single,secondary,no,-219.0,yes,no,cellular,15,may,199.0,1.0,360.0,3,failure,0,13/09/2018,19/06/2019
id_33943,50,technician,married,tertiary,no,3.0,no,yes,cellular,12,apr,330.0,1.0,258.0,6,failure,0,05/12/2018,07/07/2020
id_542,35,management,divorced,tertiary,no,-252.0,yes,no,cellular,7,may,215.0,2.0,293.0,1,other,0,19/06/2018,01/06/2020
id_24477,56,technician,married,secondary,no,1154.0,no,no,unknown,17,nov,197.0,2.0,109.0,21,other,0,04/10/2018,10/07/2019
id_12626,32,unemployed,divorced,secondary,no,1009.0,yes,no,telephone,10,nov,160.0,1.0,174.0,2,failure,0,17/10/2018,02/05/2020
id_2105,43,management,married,tertiary,no,-557.0,yes,yes,cellular,8,may,689.0,3.0,347.0,3,failure,1,28/10/2018,21/01/2020
id_36147,42,management,married,tertiary,no,13044.0,no,no,cellular,19,nov,195.0,1.0,93.0,4,failure,0,12/01/2018,07/11/2019
id_41762,41,management,divorced,tertiary,no,24.0,no,no,cellular,6,apr,594.0,2.0,255.0,2,failure,0,16/07/2018,30/03/2019
id_33517,30,services,married,secondary,no,584.0,yes,no,cellular,20,nov,138.0,6.0,176.0,4,failure,0,02/08/2018,22/12/2020
id_8289,32,blue-collar,married,secondary,no,-58.0,yes,no,cellular,12,may,176.0,2.0,357.0,1,failure,0,18/01/2018,12/06/2019
id_43743,44,technician,married,secondary,no,991.0,yes,no,cellular,11,aug,151.0,1.0,78.0,5,failure,1,19/04/2018,07/07/2019
id_40647,41,management,married,tertiary,no,889.0,yes,no,cellular,20,apr,486.0,1.0,326.0,1,other,0,03/11/2018,24/12/2020
id_20981,46,blue-collar,married,secondary,no,1229.0,no,yes,cellular,3,feb,307.0,3.0,195.0,8,other,0,01/10/2018,23/01/2019
id_42166,27,student,single,tertiary,no,13109.0,yes,no,cellular,6,apr,658.0,1.0,314.0,2,failure,1,09/03/2018,28/09/2019
id_9436,39,blue-collar,single,secondary,no,1883.0,no,yes,cellular,14,may,40.0,1.0,356.0,10,other,0,15/08/2018,10/05/2019
id_23760,54,services,married,secondary,no,2655.0,yes,no,cellular,21,nov,106.0,1.0,190.0,1,failure,0,08/12/2018,25/12/2020
id_4930,26,management,single,tertiary,no,571.0,yes,no,telephone,8,may,91.0,6.0,181.0,1,success,0,19/06/2018,09/03/2020
id_39787,39,admin.,divorced,secondary,yes,718.0,no,no,cellular,20,nov,288.0,2.0,112.0,2,other,0,24/02/2018,28/12/2020
id_9789,41,management,single,tertiary,no,197.0,no,no,cellular,20,nov,130.0,1.0,167.0,2,failure,0,12/01/2018,10/08/2020
id_38896,36,management,single,tertiary,no,303.0,yes,no,cellular,4,may,73.0,4.0,269.0,4,failure,0,16/11/2018,15/09/2020
id_11334,30,technician,single,tertiary,no,43.0,yes,no,cellular,3,feb,700.0,7.0,204.0,3,failure,0,31/08/2018,20/11/2019
id_32367,40,self-employed,married,tertiary,no,5999.0,yes,no,cellular,15,may,213.0,6.0,178.0,1,failure,0,08/05/2018,01/01/2020
id_33218,48,entrepreneur,married,tertiary,no,385.0,yes,no,cellular,11,may,248.0,4.0,329.0,2,failure,0,08/08/2018,18/08/2020
id_44712,47,blue-collar,married,secondary,no,5053.0,no,no,cellular,12,may,266.0,2.0,357.0,4,failure,0,03/10/2018,29/08/2020
id_24767,18,student,single,secondary,no,134.0,no,no,telephone,11,aug,101.0,1.0,99.0,3,failure,0,01/02/2018,30/06/2019
id_43235,54,blue-collar,married,primary,no,3173.0,yes,no,telephone,16,apr,134.0,2.0,324.0,4,failure,0,01/10/2018,11/10/2019
id_12855,35,blue-collar,married,primary,no,445.0,yes,no,cellular,7,may,115.0,4.0,358.0,1,failure,0,23/09/2018,05/09/2019
id_40313,32,technician,married,tertiary,no,1696.0,no,no,cellular,28,jan,212.0,1.0,83.0,3,success,1,09/12/2018,07/08/2019
id_5855,33,management,married,tertiary,no,2214.0,no,no,cellular,18,feb,248.0,1.0,385.0,9,failure,0,15/02/2018,18/07/2019
id_38832,19,services,single,secondary,no,364.0,no,no,telephone,5,jun,311.0,1.0,95.0,1,other,0,15/03/2018,08/07/2020
id_36904,37,self-employed,single,tertiary,no,1128.0,yes,no,cellular,21,nov,47.0,2.0,184.0,2,failure,0,26/03/2018,25/04/2020
id_22768,59,self-employed,divorced,tertiary,no,5.0,yes,no,cellular,13,oct,197.0,1.0,183.0,4,success,1,18/03/2018,17/06/2019
id_11295,42,admin.,divorced,secondary,no,956.0,yes,no,cellular,15,may,136.0,2.0,333.0,1,failure,0,01/07/2018,23/06/2020
id_30204,54,admin.,married,secondary,no,10543.0,no,no,cellular,9,feb,146.0,2.0,92.0,1,success,1,04/10/2018,21/02/2019
id_35229,41,management,divorced,tertiary,no,32.0,no,no,cellular,26,may,105.0,1.0,102.0,2,failure,0,26/07/2018,18/07/2019
id_31520,30,technician,single,secondary,no,60.0,yes,no,telephone,3,feb,676.0,2.0,252.0,1,other,0,17/04/2018,13/08/2019
id_19329,40,technician,married,tertiary,no,-4.0,no,no,cellular,20,nov,237.0,2.0,101.0,3,failure,0,03/02/2018,14/01/2019
id_2902,30,services,married,secondary,no,284.0,yes,no,cellular,2,feb,67.0,1.0,257.0,2,failure,0,26/03/2018,25/04/2020
id_38576,56,retired,married,secondary,no,413.0,no,no,cellular,6,oct,388.0,1.0,410.0,2,failure,0,18/03/2018,23/02/2020
id_10347,40,admin.,married,secondary,no,545.0,yes,no,telephone,11,may,49.0,2.0,347.0,1,other,0,14/03/2018,17/07/2020
id_21384,32,admin.,married,secondary,no,777.0,yes,yes,cellular,14,may,143.0,1.0,175.0,6,other,0,20/12/2018,23/08/2020
id_24916,56,management,divorced,tertiary,no,48.0,yes,no,cellular,8,may,32.0,3.0,359.0,8,other,0,12/12/2018,27/07/2019
id_32677,30,self-employed,single,tertiary,no,48.0,no,no,cellular,27,may,138.0,2.0,187.0,1,failure,0,05/02/2018,30/01/2019
id_11241,33,management,divorced,tertiary,no,-260.0,yes,yes,cellular,11,may,63.0,9.0,306.0,1,other,0,08/06/2018,19/07/2019
id_29450,41,blue-collar,married,secondary,no,411.0,yes,no,cellular,11,feb,440.0,2.0,184.0,2,success,1,03/02/2018,01/06/2019
id_21434,59,management,married,secondary,no,288.0,no,yes,cellular,5,feb,56.0,1.0,8.0,2,other,0,07/12/2018,03/03/2020
id_25576,28,admin.,single,secondary,no,1099.0,no,no,cellular,15,jan,83.0,2.0,225.0,13,other,0,09/10/2018,06/11/2020
id_43581,41,admin.,single,secondary,no,2005.0,yes,no,cellular,15,may,160.0,2.0,350.0,1,failure,0,28/06/2018,29/12/2020
id_31452,29,admin.,divorced,secondary,no,584.0,yes,no,telephone,16,apr,255.0,6.0,316.0,1,other,0,03/04/2018,18/06/2020
id_35007,34,technician,married,secondary,no,7.0,no,no,cellular,4,feb,162.0,2.0,260.0,4,failure,0,22/09/2018,05/11/2020
id_23230,34,management,single,tertiary,no,618.0,no,no,telephone,24,dec,275.0,1.0,203.0,1,failure,0,04/08/2018,23/07/2019
id_25310,68,retired,married,unknown,no,2535.0,no,no,telephone,14,sep,264.0,3.0,92.0,9,success,1,26/11/2018,09/04/2020
id_35965,31,services,single,secondary,no,132.0,no,no,cellular,14,jan,285.0,2.0,274.0,1,success,1,11/06/2018,20/07/2020
id_34042,37,management,divorced,tertiary,no,547.0,yes,no,cellular,29,jan,300.0,2.0,260.0,4,failure,0,08/01/2018,27/03/2019
id_38964,38,management,married,tertiary,no,286.0,yes,no,cellular,31,aug,87.0,4.0,147.0,4,failure,0,20/01/2018,24/12/2020
id_37035,41,self-employed,divorced,tertiary,no,1074.0,yes,no,cellular,30,apr,396.0,1.0,160.0,2,other,1,11/10/2018,17/04/2020
id_23562,30,admin.,single,tertiary,no,379.0,no,yes,cellular,6,feb,109.0,1.0,214.0,1,failure,0,15/08/2018,05/10/2019
id_26944,43,services,divorced,primary,no,521.0,no,no,telephone,1,sep,368.0,4.0,371.0,4,other,0,21/06/2018,16/07/2019
id_2220,36,technician,married,secondary,no,387.0,yes,no,cellular,27,mar,88.0,2.0,231.0,2,failure,1,11/06/2018,17/08/2020
id_37064,37,admin.,single,secondary,no,1555.0,yes,no,cellular,18,may,21.0,2.0,178.0,3,failure,0,08/01/2018,28/09/2019
